-2.933059	two	-0.4293545
-2.937975	known	-0.9943945
-2.942948	there	-1.332168
-2.958866	her	-0.5084314
-2.962993	states	-0.9392982
-2.976739	into	-0.6187208
-2.992333	been	-0.4979828
-3.000583	may	-0.7815842
-3.002013	became	-0.8824978
-3.004888	football	-1.432201
-3.015101	more	-0.5176373
-3.015101	-	-0.4172565
-3.016086	some	-0.4512365
-3.016333	all	-0.4119177
-3.019553	american	-0.616924
-3.022046	;	-0.4433548
-3.024805	part	-1.419671
-3.037054	time	-0.8121377
-3.039389	'	-0.2793434
-3.045944	only	-0.3421035
-3.064565	during	-0.991993
-3.069557	name	-0.7479308
-3.069557	between	-0.3826185
-3.071794	south	-1.097332
-3.089535	years	-1.101126
-3.093054	than	-0.5658455
-3.094528	state	-0.8262839
-3.096898	over	-0.5274815
-3.113243	/	-0.4491317
-3.12735	such	-1.091282
-3.13539	district	-0.9598198
-3.135714	war	-0.9257798
-3.153281	area	-0.8748134
-3.153619	de	-0.7292047
-3.154975	music	-0.7143873
-3.158042	west	-0.9336045
-3.160786	player	-1.221252
-3.162856	national	-0.7378392
-3.163895	located	-1.327655
-3.164588	town	-0.9067909
-3.169827	these	-0.3834296
-3.172294	year	-0.7640364
-3.181941	where	-0.7049036
-3.188494	1	-0.7096249
-3.188861	county	-1.027597
-3.190701	history	-0.6878406
-3.19552	because	-0.9272396
-3.198512	english	-0.5949006
-3.200393	second	-0.5242503
-3.202282	up	-0.8663453
-3.205322	three	-0.4737807
-3.208383	university	-1.040711
-3.209922	later	-0.5931712
-3.225616	province	-1.457891
-3.227217	then	-0.3572439
-3.228824	september	-0.9592918
-3.231246	east	-0.9506204
-3.233681	named	-0.6589575
-3.23613	very	-0.8070251
-3.23695	2	-0.6569221
-3.238593	–	-0.6033557
-3.239005	river	-0.6802268
-3.246486	won	-1.0619
-3.246486	capital	-1.170411
-3.257524	often	-0.4647932
-3.260112	german	-0.5641456
-3.261412	him	-0.70438
-3.263587	movie	-0.5988557
-3.264459	march	-0.8603075
-3.268851	series	-0.693648
-3.268851	england	-0.9873713
-3.270177	released	-1.014153
-3.273733	system	-0.760725
-3.273733	like	-0.4778844
-3.276419	former	-0.7660694
-3.276869	use	-0.6180924
-3.277318	august	-0.8083655
-3.278671	october	-0.8943222
-3.279122	band	-0.6593667
-3.279574	july	-0.9198413
-3.280934	small	-0.4571958
-3.281842	school	-0.7436628
-3.28458	january	-0.9613824
-3.285038	government	-0.5481535
-3.285038	british	-0.5021317
-3.285496	before	-0.5822793
-3.288718	out	-0.8815504
-3.293363	team	-0.7968484
-3.293363	since	-0.6105614
-3.295235	2007	-0.7425353
-3.302327	june	-0.9242985
-3.303282	life	-0.5751323
-3.307121	group	-0.7073693
-3.307603	2006	-0.8420352
-3.308569	early	-0.560358
-3.309053	germany	-0.9738685
-3.310023	main	-0.4604383
-3.310023	family	-0.5740575
-3.310994	until	-0.6080651
-3.312944	died	-0.9013684
-3.314412	around	-0.503342
-3.314412	-pipe-	-0.9869472
-3.315393	will	-0.5485668
-3.316377	century	-0.7424443
-3.316377	april	-0.835945
-3.318351	book	-0.796092
-3.319838	number	-0.7449878
-3.320334	started	-0.8669282
-3.322826	december	-0.8900421
-3.324328	november	-0.8944095
-3.326843	french	-0.417811
-3.327347	no	-0.4301728
-3.328865	season	-0.5935742
-3.32988	both	-0.3660632
-3.331406	king	-0.6660605
-3.332427	album	-0.7197211
-3.332938	under	-0.6458609
-3.334475	km	-1.295595
-3.334989	them	-0.6572105
-3.334989	municipality	-1.752148
-3.33912	same	-0.5458231
-3.339639	now	-0.4013503
-3.345918	game	-0.7740891
-3.346446	would	-0.7259288
-3.348032	usually	-0.3938684
-3.350688	well	-1.055922
-3.351755	3	-0.6468392
-3.353361	different	-0.4695629
-3.353897	london	-0.8278041
-3.354972	island	-0.9529454
-3.355511	population	-0.9552495
-3.360933	each	-0.4758629
-3.362573	northwest	-1.440705
-3.364769	near	-0.5211355
-3.365871	played	-0.7253547
-3.366423	john	-0.409898
-3.366976	best	-0.6341383
-3.369195	several	-0.4801637
-3.369751	large	-0.4314578
-3.370308	language	-0.7432445
-3.374228	work	-0.7452323
-3.377617	important	-0.4240355
-3.378752	while	-0.501091
-3.381604	through	-0.5559879
-3.382177	2005	-0.7988423
-3.384474	four	-0.4294604
-3.387944	largest	-0.5259776
-3.390273	league	-0.8110589
-3.391442	so	-0.6145613
-3.391442	including	-0.4097383
-3.393201	being	-0.3712223
-3.395558	february	-0.8809121
-3.398523	president	-0.7780598
-3.402107	country	-0.7561936
-3.40754	million	-0.6717005
-3.408148	la	-0.7560315
-3.409366	ii	-0.7503979
-3.411813	day	-0.6860296
-3.412426	famous	-0.3831376
-3.413041	pas-de-calais	-3.314707
-3.413041	nord-pas-de-calais	-2.535101
-3.420486	old	-0.5040698
-3.42174	%	-0.7471273
-3.422997	water	-0.5969918
-3.427425	show	-0.4983943
-3.428699	television	-0.6583023
-3.429337	any	-0.4569517
-3.430616	major	-0.4249297
-3.431257	i	-0.5838315
-3.432542	written	-0.8961029
-3.433186	against	-0.4606878
-3.435771	place	-0.7085546
-3.438371	4	-0.6695368
-3.44362	international	-0.4520507
-3.44362	high	-0.6004256
-3.445604	built	-0.9692456
-3.447598	york	-0.8506745
-3.448265	storm	-0.551961
-3.448265	said	-1.025457
-3.448265	if	-0.8015509
-3.450271	however	-1.196183
-3.450271	began	-0.82713
-3.450271	10	-0.6403512
-3.450942	hurricane	-0.5876088
-3.454311	another	-0.2950753
-3.457706	long	-0.5954318
-3.457706	last	-0.3338099
-3.459756	member	-1.19745
-3.459756	great	-0.4596308
-3.460442	tropical	-1.095877
-3.464578	created	-0.9423339
-3.465966	rock	-0.7471521
-3.466661	given	-0.6935563
-3.468754	kingdom	-0.8961427
-3.468754	5	-0.6274881
-3.469454	sometimes	-0.4871753
-3.470857	moved	-0.8950018
-3.474385	union	-0.794867
-3.474385	2008	-0.6878427
-3.475805	end	-1.05525
-3.475805	death	-0.7683653
-3.478657	europe	-0.8457034
-3.478657	championship	-0.9145502
-3.481529	australia	-1.099432
-3.484419	sea	-0.6873982
-3.486599	live	-0.6809855
-3.486599	church	-0.7553537
-3.487329	make	-0.5296838
-3.487329	america	-0.9569817
-3.487329	2000	-0.7822747
-3.488059	based	-1.357867
-3.492468	form	-0.690319
-3.496177	popular	-0.4205546
-3.499918	party	-0.711287
-3.501423	word	-0.5072488
-3.501423	roman	-0.8169114
-3.502178	home	-0.8175046
-3.502934	central	-0.5108404
-3.506733	line	-0.7416592
-3.508263	2004	-0.7596446
-3.51211	6	-0.6211054
-3.512883	western	-0.5451885
-3.512883	games	-0.7422416
-3.513658	northern	-0.6747113
-3.513658	do	-0.7480509
-3.514434	house	-0.7736121
-3.516771	calvados	-2.583447
-3.517553	much	-0.5798602
-3.517553	aisne	-2.909142
-3.518336	picardie	-3.204493
-3.519907	species	-0.7304371
-3.524653	film	-0.4700551
-3.524653	&	-0.6027091
-3.525449	basse-normandie	-2.886629
-3.525449	20	-0.6300023
-3.526247	15	-0.7611104
-3.527046	age	-0.8071575
-3.528648	include	-0.4408639
-3.528648	club	-0.7397157
-3.529452	general	-0.478112
-3.532681	went	-1.182274
-3.534304	southern	-0.5878916
-3.535934	father	-0.698463
-3.536751	times	-0.7606832
-3.53757	power	-0.6363636
-3.540035	means	-0.7139414
-3.543344	pakistan	-0.8942211
-3.544175	common	-0.3981866
-3.545008	countries	-0.7218239
-3.546678	children	-0.8100446
-3.547516	land	-0.6291752
-3.547516	college	-0.8641652
-3.549196	left	-0.5442406
-3.550039	events	-0.4831649
-3.550883	india	-0.8883566
-3.552576	members	-0.8359317
-3.552576	7	-0.6915317
-3.553425	12	-0.6717219
-3.554276	did	-0.787925
-3.555128	son	-0.785677
-3.555128	s	-0.3984259
-3.555982	back	-0.873903
-3.560278	30	-0.7911114
-3.561142	term	-0.6383074
-3.562876	royal	-0.5984218
-3.564616	third	-0.4566935
-3.564616	still	-0.4183571
-3.566364	8	-0.6928773
-3.568119	republic	-0.9979305
-3.568999	2003	-0.7729419
-3.570764	could	-0.6561058
-3.57165	held	-0.8790882
-3.573426	company	-0.5170546
-3.575209	25	-0.7673861
-3.577899	took	-0.8200619
-3.578799	2001	-0.8476166
-3.582418	play	-0.607194
-3.582418	award	-1.061183
-3.583327	white	-0.4417373
-3.585152	belgian	-1.423007
-3.586067	european	-0.5691659
-3.588825	came	-1.019751
-3.589748	using	-0.5121001
-3.5916	public	-0.5243845
-3.5916	11	-0.5684754
-3.592529	example	-0.8944323
-3.592529	18	-0.7802978
-3.595328	’	-0.9987797
-3.595328	modern	-0.3731246
-3.596265	formed	-0.8333196
-3.598145	u.s.	-0.5910075
-3.599088	published	-0.787926
-3.599088	center	-0.9002861
-3.600033	way	-0.782563
-3.600033	match	-0.8604394
-3.601929	red	-0.5856159
-3.601929	official	-0.455257
-3.601929	founded	-1.103831
-3.601929	along	-1.135046
-3.602881	switzerland	-1.36557
-3.602881	black	-0.5154322
-3.603834	wrote	-0.6373731
-3.603834	become	-0.5997285
-3.60479	southwest	-1.266791
-3.60479	person	-0.6850671
-3.60479	even	-0.5087914
-3.607669	parts	-1.314199
-3.608633	16	-0.6578702
-3.613486	today	-0.7479851
-3.614463	california	-0.8415244
-3.615442	five	-0.3957726
-3.617407	song	-0.6218355
-3.618393	married	-0.4365581
-3.618393	big	-0.413573
-3.621364	spanish	-0.5165562
-3.621364	own	-0.2415558
-3.622359	empire	-0.6343098
-3.624356	italian	-0.6229666
-3.625358	together	-0.8595983
-3.626362	what	-0.6630332
-3.626362	14	-0.7258787
-3.629388	law	-0.6757917
-3.632436	see	-0.3900593
-3.632436	body	-0.7191694
-3.632436	13	-0.6924109
-3.63448	current	-0.3634124
-3.635505	video	-0.7283475
-3.635505	army	-0.560006
-3.635505	9	-0.6968537
-3.637564	james	-0.3866174
-3.640669	william	-0.4069016
-3.642752	canton	-1.361911
-3.643798	next	-0.6495587
-3.645896	$	-0.4314748
-3.646949	every	-0.6580664
-3.646949	2002	-0.7289951
-3.648004	order	-0.7775296
-3.650122	—	-0.4116637
-3.650122	days	-0.8964565
-3.651186	minister	-0.907461
-3.651186	17	-0.6480757
-3.652251	lake	-0.4578732
-3.652251	free	-0.5070381
-3.65332	set	-0.7118698
-3.655464	islands	-0.7254767
-3.656541	pays	-2.202697
-3.656541	making	-0.5635158
-3.656541	loire	-1.815035
-3.65762	single	-0.3576304
-3.65762	joined	-0.9669595
-3.663055	24	-0.7808496
-3.66415	eastern	-0.5635265
-3.665249	you	-0.6564224
-3.665249	just	-0.5891209
-3.665249	battle	-1.032357
-3.666349	top	-0.6466036
-3.666349	late	-0.5361419
-3.666349	although	-0.6523659
-3.66856	26	-0.771257
-3.670781	station	-0.7515744
-3.671896	worked	-0.9818344
-3.673014	china	-0.740151
-3.674135	canada	-0.9233675
-3.674135	books	-0.8073779
-3.675258	park	-0.689571
-3.676385	original	-0.3641649
-3.676385	good	-0.3933722
-3.677515	works	-0.7342643
-3.677515	local	-0.4632551
-3.677515	areas	-0.74344
-3.679782	young	-0.4552146
-3.679782	again	-0.6257167
-3.680921	list	-0.9433564
-3.684354	man	-0.7002642
-3.684354	ireland	-0.8641694
-3.687814	version	-0.7353154
-3.687814	title	-0.5909406
-3.687814	gave	-0.752722
-3.687814	few	-0.5314863
-3.688974	period	-0.7553213
-3.690137	singer	-0.76654
-3.690137	seen	-0.7335142
-3.691303	following	-0.6419429
-3.691303	aquitaine	-1.913422
-3.692472	mother	-0.7722381
-3.692472	japan	-0.990201
-3.692472	19	-0.802386
-3.694819	italy	-0.9337981
-3.698365	council	-0.7276809
-3.698365	coast	-0.9099579
-3.698365	21	-0.6426598
-3.699553	political	-0.5123734
-3.700744	short	-0.5376415
-3.701939	23	-0.7427786
-3.703137	george	-0.5126181
-3.704339	22	-0.6478407
-3.705543	within	-0.7102466
-3.706751	similar	-0.7222492
-3.706751	henry	-0.4993228
-3.706751	emperor	-0.4328437
-3.707963	type	-0.8773686
-3.709177	gironde	-2.306758
-3.709177	actor	-0.9508877
-3.710396	those	-0.5602244
-3.710396	earth	-0.7792564
-3.711617	living	-0.5592675
-3.712842	side	-0.7702494
-3.712842	27	-0.838651
-3.714071	point	-0.8015583
-3.714071	head	-0.8981645
-3.715303	village	-0.8173659
-3.715303	story	-0.7094415
-3.716539	professional	-0.7443429
-3.716539	asia	-0.9378148
-3.71902	africa	-0.9951693
-3.71902	1999	-0.6863849
-3.720267	°	-0.7655016
-3.721516	got	-0.7664759
-3.721516	d	-0.5957808
-3.721516	air	-0.5004973
-3.72277	military	-0.3687556
-3.726552	sold	-0.6744442
-3.729091	paris	-0.8085818
-3.729091	miles	-1.042822
-3.729091	down	-0.6460582
-3.730367	st.	-0.7124232
-3.731646	women	-0.7488907
-3.732929	without	-0.4559703
-3.732929	god	-0.6965581
-3.732929	division	-0.6118208
-3.734216	human	-0.3295263
-3.736801	killed	-0.6417258
-3.736801	help	-0.5703578
-3.739402	service	-0.5679399
-3.739402	science	-0.7846046
-3.739402	middle	-0.737708
-3.740708	star	-0.6414815
-3.740708	languages	-0.7342041
-3.740708	does	-0.9777171
-3.740708	changed	-0.8923563
-3.742018	how	-0.6740724
-3.742018	hall	-0.8713735
-3.742018	green	-0.490766
-3.742018	control	-0.7117559
-3.742018	1998	-0.7835287
-3.745972	comes	-1.212362
-3.748628	six	-0.4153648
-3.748628	includes	-0.5744597
-3.749962	cities	-0.8421847
-3.749962	28	-0.7899047
-3.751301	orchestra	-0.6904097
-3.751301	force	-0.6182513
-3.751301	fire	-0.5515119
-3.756696	christian	-0.3275152
-3.759419	served	-0.9157301
-3.759419	off	-0.7154635
-3.760787	get	-0.4451638
-3.760787	atlantic	-0.8683231
-3.764916	australian	-0.4469554
-3.766301	lived	-0.8267745
-3.766301	centre	-0.8162326
-3.767691	produced	-0.6361534
-3.767691	greek	-0.5546281
-3.769085	thought	-0.9186696
-3.769085	charles	-0.4875955
-3.770484	space	-0.543141
-3.770484	career	-0.5508676
-3.771887	us	-0.4064676
-3.773295	valley	-0.6799418
-3.773295	taken	-0.7854523
-3.773295	scotland	-0.8047619
-3.773295	character	-0.5964341
-3.778972	wife	-0.779721
-3.778972	teams	-0.7934063
-3.778972	special	-0.3330814
-3.778972	1994	-0.7454739
-3.780403	opened	-0.8115582
-3.780403	go	-0.6089451
-3.780403	food	-0.5787461
-3.780403	building	-0.6298192
-3.783279	put	-0.7643999
-3.783279	plays	-0.6667042
-3.783279	men	-0.59768
-3.783279	less	-0.492288
-3.783279	away	-0.823894
-3.784724	mostly	-0.4183536
-3.784724	lost	-0.5600833
-3.784724	led	-1.146329
-3.784724	change	-0.6194909
-3.786175	ocean	-0.7094598
-3.786175	metal	-0.6351764
-3.789089	san	-0.8910474
-3.789089	light	-0.4239269
-3.789089	]	-0.7153597
-3.790554	record	-0.6206394
-3.790554	queen	-0.7549357
-3.790554	little	-0.3259591
-3.792024	according	-2.431714
-3.793499	considered	-0.7219
-3.793499	29	-0.8068674
-3.796463	though	-0.5106086
-3.796463	latin	-0.5941262
-3.799448	open	-0.5103981
-3.799448	[	-0.7590477
-3.800948	sarthe	-2.632874
-3.802453	among	-0.7655659
-3.802453	airport	-0.8371285
-3.803964	plants	-0.8010882
-3.80548	radio	-0.4683029
-3.80548	office	-0.5885942
-3.807001	songs	-0.713479
-3.807001	prize	-0.8377554
-3.807001	berlin	-0.7000496
-3.808527	wwe	-0.683794
-3.810059	take	-0.6437098
-3.810059	shows	-0.5813911
-3.810059	role	-0.9946529
-3.811597	groups	-0.7282841
-3.811597	caused	-0.6657708
-3.811597	awards	-0.7558799
-3.813139	included	-0.5236999
-3.813139	100	-0.4159
-3.814688	night	-0.6261098
-3.814688	court	-0.5453792
-3.814688	color	-0.5528019
-3.817801	total	-0.6512587
-3.817801	director	-0.7534298
-3.817801	computer	-0.5288696
-3.819366	railway	-0.7043653
-3.819366	information	-0.6360334
-3.819366	cup	-0.5780976
-3.820937	road	-0.5290552
-3.820937	almost	-0.6303785
-3.820937	across	-0.6864517
-3.822513	spain	-0.7538515
-3.822513	once	-0.4559178
-3.822513	ancient	-0.5201074
-3.822513	1996	-0.840188
-3.824095	iii	-0.6607347
-3.824095	art	-0.476397
-3.825683	summer	-0.6646686
-3.825683	size	-0.7080935
-3.825683	site	-0.6479983
-3.825683	others	-0.6064133
-3.827277	types	-1.174272
-3.827277	opera	-0.5575432
-3.828876	working	-0.7513646
-3.828876	event	-0.61081
-3.828876	daughter	-0.9998614
-3.832093	class	-0.3748769
-3.832093	animals	-0.6059814
-3.833711	study	-0.661242
-3.833711	elected	-0.6119134
-3.835335	sent	-0.7025932
-3.835335	names	-0.6555139
-3.835335	must	-0.6751313
-3.835335	commonly	-0.6916691
-3.835335	academy	-1.022514
-3.836964	prime	-1.136098
-3.836964	developed	-0.7270714
-3.836964	1997	-0.6676855
-3.8386	uses	-0.4324849
-3.8386	playing	-0.4988859
-3.8386	energy	-0.4723046
-3.84189	richard	-0.3985982
-3.84189	records	-0.6023638
-3.84189	page	-0.4476682
-3.843544	strong	-0.4428789
-3.843544	right	-0.6277711
-3.845205	wrestling	-0.7775165
-3.845205	wikipedia	-0.6070122
-3.845205	performed	-0.7489966
-3.846872	should	-0.6955005
-3.846872	movement	-0.7656705
-3.848546	britain	-0.7244958
-3.850226	currently	-0.4645382
-3.851912	paul	-0.3497593
-3.851912	parliament	-0.7361099
-3.851912	indian	-0.5534301
-3.851912	especially	-0.4823308
-3.851912	1993	-0.663641
-3.853606	network	-0.5135049
-3.853606	japanese	-0.4216133
-3.855306	wales	-0.742787
-3.855306	uk	-0.4574502
-3.855306	studied	-0.6295369
-3.855306	moon	-0.782002
-3.855306	appeared	-1.043834
-3.857012	originally	-0.4894677
-3.857012	mountain	-0.5435961
-3.858725	grand	-0.8126808
-3.860445	come	-0.9469318
-3.860445	brother	-0.558758
-3.862172	win	-0.7458068
-3.862172	students	-0.5839537
-3.862172	saint	-0.6069778
-3.862172	robert	-0.3728695
-3.862172	natural	-0.4840778
-3.862172	c	-0.8519844
-3.862172	1992	-0.7617637
-3.863906	writer	-0.8468578
-3.863906	never	-0.3835335
-3.863906	mexico	-0.7981662
-3.863906	highest	-0.5202479
-3.865646	meaning	-0.575955
-3.865646	hockey	-1.040495
-3.865646	either	-0.3669887
-3.865646	bc	-1.06533
-3.867394	²	-1.322368
-3.867394	research	-0.4889978
-3.867394	leader	-0.7415226
-3.867394	gold	-0.5696747
-3.869149	recorded	-0.5477442
-3.869149	instead	-0.9857901
-3.869149	h	-0.7261616
-3.869149	biggest	-0.3820781
-3.870911	seven	-0.3941091
-3.870911	disney	-0.7110254
-3.870911	david	-0.3550613
-3.87268	tour	-0.6788377
-3.87268	surface	-0.5956414
-3.87268	discovered	-0.7551636
-3.874456	theory	-0.6069416
-3.874456	smaller	-0.5020715
-3.874456	hit	-0.4673145
-3.874456	due	-1.541845
-3.87624	louis	-0.4708343
-3.87624	hot	-0.5361602
-3.87803	1995	-0.7433175
-3.879829	port	-0.6000769
-3.879829	oldest	-0.4103675
-3.879829	districts	-0.6954968
-3.883448	ten	-0.4543929
-3.883448	systems	-0.520451
-3.883448	shown	-0.9007093
-3.885269	websites	-0.2874018
-3.885269	soon	-0.508539
-3.885269	run	-0.5392534
-3.885269	brazilian	-1.157207
-3.885269	't	-0.3915179
-3.887097	native	-0.7378913
-3.887097	movies	-0.6136073
-3.887097	los	-1.237186
-3.887097	cathedral	-0.8020686
-3.887097	better	-0.5739838
-3.888934	words	-0.5696788
-3.888934	territory	-0.6593426
-3.888934	act	-0.4945571
-3.890778	soviet	-0.7310418
-3.890778	development	-0.8139033
-3.890778	data	-0.5266638
-3.890778	census	-0.8452717
-3.89263	received	-0.6048726
-3.89263	federal	-0.5941302
-3.89263	blue	-0.4512687
-3.89449	software	-0.4349758
-3.89449	range	-0.8479839
-3.89449	forces	-0.5555223
-3.89449	festival	-0.6924955
-3.89449	child	-0.6735238
-3.896358	square	-0.7171059
-3.896358	social	-0.527253
-3.896358	generally	-0.3209032
-3.898234	least	-0.3768999
-3.898234	border	-0.7893819
-3.898234	b	-0.6886638
-3.898234	actress	-0.7715835
-3.900118	outside	-0.5487549
-3.900118	level	-0.6745144
-3.900118	half	-0.7458106
-3.90201	divided	-1.149324
-3.903911	winter	-0.6309653
-3.903911	street	-0.5838968
-3.903911	prince	-0.4910812
-3.90582	scottish	-0.5594391
-3.907737	“	-0.3314773
-3.907737	thomas	-0.3052776
-3.907737	related	-0.7408164
-3.907737	novel	-0.5751802
-3.907737	met	-0.4432678
-3.907737	makes	-0.6213719
-3.907737	low	-0.4396634
-3.907737	catholic	-0.5822601
-3.909663	reached	-0.6706139
-3.909663	officially	-0.5882087
-3.909663	florida	-0.6935741
-3.909663	1990	-0.7787096
-3.911598	pope	-0.5989813
-3.911598	close	-0.6815816
-3.913541	nations	-0.4051632
-3.913541	association	-0.7220932
-3.913541	above	-0.6842823
-3.913541	31	-0.8487757
-3.915493	mainly	-0.5076151
-3.917454	references	-0.39211
-3.917454	m	-0.6919491
-3.917454	chinese	-0.3275932
-3.919423	museum	-0.772983
-3.919423	independent	-0.5275288
-3.919423	composer	-0.6771971
-3.921402	mary	-0.4106866
-3.921402	guitar	-0.776036
-3.921402	continued	-0.6034979
-3.921402	bbc	-0.496823
-3.923389	woman	-0.7318456
-3.923389	ice	-0.8265913
-3.923389	education	-0.5979524
-3.923389	1989	-0.7597691
-3.925386	statistics	-0.9822363
-3.925386	signed	-0.9203034
-3.925386	per	-0.6468354
-3.925386	1975	-0.7754329
-3.927392	sports	-0.4370288
-3.927392	planet	-0.6695677
-3.927392	mountains	-0.623279
-3.929407	release	-0.6370553
-3.929407	money	-0.5758827
-3.929407	final	-0.3524267
-3.931432	society	-0.619609
-3.931432	magazine	-0.4582571
-3.933466	sun	-0.5538387
-3.933466	lower	-0.4635218
-3.933466	baseball	-0.6338255
-3.93551	sir	-0.6072078
-3.93551	russian	-0.4281823
-3.93551	pacific	-0.8293176
-3.93551	himself	-0.489413
-3.93551	dynasty	-0.7093984
-3.93551	angeles	-0.8044902
-3.937563	start	-0.6471083
-3.939626	style	-0.6145799
-3.939626	lot	-0.900843
-3.939626	edward	-0.4701627
-3.939626	defeated	-0.4130026
-3.9417	professor	-0.7020407
-3.9417	police	-0.5275716
-3.9417	canadian	-0.4534819
-3.9417	arts	-0.521378
-3.943782	lead	-0.6574446
-3.943782	fourth	-0.4398293
-3.943782	culture	-0.7712989
-3.947978	1991	-0.8014877
-3.950092	things	-0.4912457
-3.950092	program	-0.59403
-3.950092	champion	-0.6109827
-3.950092	able	-2.081247
-3.950092	1973	-0.8842326
-3.952216	ring	-0.6357857
-3.952216	organization	-0.5605966
-3.952216	lives	-1.015544
-3.952216	dutch	-0.4526383
-3.952216	1974	-0.8470864
-3.95435	”	-0.7306498
-3.95435	wind	-0.7586267
-3.956494	trade	-0.5821269
-3.956494	russia	-0.7299054
-3.956494	material	-0.5658025
-3.956494	give	-0.5030834
-3.956494	community	-0.5236527
-3.956494	bay	-0.6099511
-3.956494	1972	-0.8638486
-3.95865	von	-0.4731199
-3.95865	love	-0.510285
-3.95865	lord	-0.5965101
-3.95865	key	-0.4453493
-3.95865	hours	-0.7468165
-3.95865	changes	-0.5833895
-3.95865	average	-0.5406671
-3.95865	available	-0.8286234
-3.960816	schools	-0.657149
-3.960816	religious	-0.3549946
-3.960816	peace	-0.7575791
-3.960816	having	-0.5061743
-3.960816	duke	-0.7773751
-3.960816	destroyed	-0.8325414
-3.960816	cross	-0.6136937
-3.960816	castle	-0.6286087
-3.960816	brown	-0.6821472
-3.960816	1967	-0.7407076
-3.962993	upper	-0.4448594
-3.962993	larger	-0.4452865
-3.962993	field	-0.5305392
-3.962993	chemical	-0.6532906
-3.965181	washington	-0.7237698
-3.965181	unit	-0.6180243
-3.965181	sister	-0.4845992
-3.965181	production	-0.631697
-3.965181	hard	-0.5422248
-3.965181	far	-0.6308445
-3.965181	done	-0.6292337
-3.965181	articles	-0.5985174
-3.965181	animal	-0.3423954
-3.965181	1945	-0.9243007
-3.96738	stadium	-0.8193321
-3.96738	full	-0.4812174
-3.96738	find	-0.5185335
-3.96738	damage	-0.7788546
-3.96738	bank	-0.6150004
-3.96738	armenian	-0.3990487
-3.96738	1980	-0.9746085
-3.96959	various	-0.3729772
-3.96959	towns	-0.6552097
-3.96959	support	-0.6253882
-3.96959	services	-0.6968055
-3.96959	followed	-0.7949871
-3.96959	conductor	-0.7891855
-3.96959	becomes	-0.5661355
-3.96959	1970	-0.8960835
-3.971811	texas	-0.6142831
-3.971811	plant	-0.4068207
-3.971811	chief	-0.6514685
-3.971811	1981	-0.9728614
-3.971811	1977	-0.7716768
-3.974044	symbol	-0.5955174
-3.974044	replaced	-0.9929
-3.974044	martin	-0.5095453
-3.974044	hill	-0.5532407
-3.974044	features	-0.4864791
-3.974044	entertainment	-0.6677809
-3.976288	source	-0.6181952
-3.976288	raw	-0.6257291
-3.976288	months	-0.783493
-3.976288	directed	-1.222389
-3.976288	civil	-0.8378289
-3.976288	bad	-0.3148181
-3.976288	2009	-0.7332789
-3.976288	1979	-0.8337583
-3.978544	throughout	-0.7936523
-3.978544	spoken	-0.707022
-3.978544	returned	-0.9463846
-3.978544	players	-0.5684446
-3.978544	harry	-0.6274053
-3.978544	ground	-0.5620008
-3.978544	certain	-0.3336539
-3.978544	1988	-0.7941749
-3.980812	our	-0.4774136
-3.980812	musical	-0.4119434
-3.980812	buildings	-0.6968912
-3.980812	beginning	-1.032013
-3.980812	1969	-0.9243042
-3.983092	we	-0.5860928
-3.983092	project	-0.4895396
-3.983092	characters	-0.4884312
-3.985384	numbers	-0.541809
